* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* When this file is read, SBU writes summary information to the log file.
* 
1, ocean, alexscaves:abyssal_chasm, MONSTER, alexscaves:deep_one_mage, 5, 1, 1
17097, none, biomesoplenty:overgrown_greens, AMBIENT, minecraft:bat, 10, 8, 8
17098, none, biomesoplenty:overgrown_greens, AMBIENT, alexsmobs:fly, 5, 2, 3
17099, none, biomesoplenty:overgrown_greens, AMBIENT, alexsmobs:cockroach, 5, 5, 5
17100, none, biomesoplenty:overgrown_greens, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
17101, none, biomesoplenty:overgrown_greens, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
17102, none, biomesoplenty:overgrown_greens, WATER_CREATURE, unusualfishmod:deep_crawler, 30, 1, 2
17103, none, biomesoplenty:overgrown_greens, WATER_CREATURE, unusualfishmod:shockcat, 20, 1, 2
17104, none, biomesoplenty:overgrown_greens, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
17105, none, biomesoplenty:overgrown_greens, WATER_AMBIENT, unusualfishmod:blindsailfin, 30, 1, 1
17106, none, biomesoplenty:overgrown_greens, WATER_AMBIENT, fintastic:minnow, 7, 3, 8
17107, none, biomesoplenty:overgrown_greens, WATER_AMBIENT, unusualfishmod:hatchet_fish, 30, 1, 4
17108, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:admiral, 80, 1, 4
17109, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:admiral_caterpillar, 80, 1, 4
17110, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:admiral_chrysalis, 80, 1, 4
17111, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:admiral_egg, 80, 1, 4
17112, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:bluemoon, 80, 1, 4
17113, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:bluemoon_caterpillar, 80, 1, 4
17114, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:bluemoon_chrysalis, 80, 1, 4
17115, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:bluemoon_egg, 80, 1, 4
17116, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:christmas, 80, 1, 4
17117, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:christmas_caterpillar, 80, 1, 4
17118, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:christmas_chrysalis, 80, 1, 4
17119, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:christmas_egg, 80, 1, 4
17120, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:commander, 80, 1, 4
17121, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:commander_caterpillar, 80, 1, 4
17122, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:commander_chrysalis, 80, 1, 4
17123, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:commander_egg, 80, 1, 4
17124, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:common-crow, 80, 1, 4
17125, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:common-crow_caterpillar, 80, 1, 4
17126, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:common-crow_chrysalis, 80, 1, 4
17127, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:common-crow_egg, 80, 1, 4
17128, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:common, 80, 1, 4
17129, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:common_caterpillar, 80, 1, 4
17130, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:common_chrysalis, 80, 1, 4
17131, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:common_egg, 80, 1, 4
17132, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:commonbirdwing, 20, 1, 2
17133, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:commonbirdwing_caterpillar, 20, 1, 2
17134, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:commonbirdwing_chrysalis, 20, 1, 2
17135, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:commonbirdwing_egg, 20, 1, 2
17136, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:emperor, 80, 1, 4
17137, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:emperor_caterpillar, 80, 1, 4
17138, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:emperor_chrysalis, 80, 1, 4
17139, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:emperor_egg, 80, 1, 4
17140, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:forester, 20, 1, 2
17141, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:forester_caterpillar, 20, 1, 2
17142, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:forester_chrysalis, 20, 1, 2
17143, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:forester_egg, 20, 1, 2
17144, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:green-skirt-baron, 50, 1, 3
17145, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:green-skirt-baron_caterpillar, 50, 1, 3
17146, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:green-skirt-baron_chrysalis, 50, 1, 3
17147, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:green-skirt-baron_egg, 50, 1, 3
17148, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:hairstreak, 80, 1, 4
17149, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:hairstreak_caterpillar, 80, 1, 4
17150, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:hairstreak_chrysalis, 80, 1, 4
17151, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:hairstreak_egg, 80, 1, 4
17152, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:peacock, 80, 1, 4
17153, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:peacock_caterpillar, 80, 1, 4
17154, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:peacock_chrysalis, 80, 1, 4
17155, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:peacock_egg, 80, 1, 4
17156, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:rainbow, 50, 1, 3
17157, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:rainbow_caterpillar, 50, 1, 3
17158, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:rainbow_chrysalis, 50, 1, 3
17159, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:rainbow_egg, 50, 1, 3
17160, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:bluemoonmale, 80, 1, 4
17161, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:atlas, 20, 1, 2
17162, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:atlas_caterpillar, 20, 1, 2
17163, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:atlas_chrysalis, 20, 1, 2
17164, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:atlas_egg, 20, 1, 2
17165, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:codling, 80, 1, 4
17166, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:codling_caterpillar, 80, 1, 4
17167, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:codling_chrysalis, 80, 1, 4
17168, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:codling_egg, 80, 1, 4
17169, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:luna, 50, 1, 3
17170, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:luna_caterpillar, 50, 1, 3
17171, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:luna_chrysalis, 50, 1, 3
17172, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:luna_egg, 50, 1, 3
17173, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:oak-silk, 80, 1, 4
17174, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:oak-silk_caterpillar, 80, 1, 4
17175, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:oak-silk_chrysalis, 80, 1, 4
17176, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:oak-silk_egg, 80, 1, 4
17177, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:peppered, 80, 1, 4
17178, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:peppered_caterpillar, 80, 1, 4
17179, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:peppered_chrysalis, 80, 1, 4
17180, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:peppered_egg, 80, 1, 4
17181, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:spongy, 80, 1, 4
17182, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:spongy_caterpillar, 80, 1, 4
17183, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:spongy_chrysalis, 80, 1, 4
17184, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:spongy_egg, 80, 1, 4
17185, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:spongymale, 80, 1, 4
17186, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:admiral, 80, 1, 4
17187, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:admiral_caterpillar, 80, 1, 4
17188, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:admiral_chrysalis, 80, 1, 4
17189, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:admiral_egg, 80, 1, 4
17190, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:bluemoon, 80, 1, 4
17191, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:bluemoon_caterpillar, 80, 1, 4
17192, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:bluemoon_chrysalis, 80, 1, 4
17193, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:bluemoon_egg, 80, 1, 4
17194, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:chalkhill, 80, 1, 4
17195, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:chalkhill_caterpillar, 80, 1, 4
17196, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:chalkhill_chrysalis, 80, 1, 4
17197, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:chalkhill_egg, 80, 1, 4
17198, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:christmas, 80, 1, 4
17199, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:christmas_caterpillar, 80, 1, 4
17200, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:christmas_chrysalis, 80, 1, 4
17201, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:christmas_egg, 80, 1, 4
17202, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:commander, 80, 1, 4
17203, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:commander_caterpillar, 80, 1, 4
17204, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:commander_chrysalis, 80, 1, 4
17205, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:commander_egg, 80, 1, 4
17206, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:common-crow, 80, 1, 4
17207, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:common-crow_caterpillar, 80, 1, 4
17208, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:common-crow_chrysalis, 80, 1, 4
17209, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:common-crow_egg, 80, 1, 4
17210, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:common-mime, 80, 1, 4
17211, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:common-mime_caterpillar, 80, 1, 4
17212, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:common-mime_chrysalis, 80, 1, 4
17213, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:common-mime_egg, 80, 1, 4
17214, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:common, 80, 1, 4
17215, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:common_caterpillar, 80, 1, 4
17216, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:common_chrysalis, 80, 1, 4
17217, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:common_egg, 80, 1, 4
17218, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:commonbirdwing, 20, 1, 2
17219, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:commonbirdwing_caterpillar, 20, 1, 2
17220, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:commonbirdwing_chrysalis, 20, 1, 2
17221, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:commonbirdwing_egg, 20, 1, 2
17222, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:emperor, 80, 1, 4
17223, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:emperor_caterpillar, 80, 1, 4
17224, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:emperor_chrysalis, 80, 1, 4
17225, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:emperor_egg, 80, 1, 4
17226, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:forester, 20, 1, 2
17227, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:forester_caterpillar, 20, 1, 2
17228, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:forester_chrysalis, 20, 1, 2
17229, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:forester_egg, 20, 1, 2
17230, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:green-skirt-baron, 50, 1, 3
17231, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:green-skirt-baron_caterpillar, 50, 1, 3
17232, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:green-skirt-baron_chrysalis, 50, 1, 3
17233, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:green-skirt-baron_egg, 50, 1, 3
17234, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:hairstreak, 80, 1, 4
17235, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:hairstreak_caterpillar, 80, 1, 4
17236, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:hairstreak_chrysalis, 80, 1, 4
17237, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:hairstreak_egg, 80, 1, 4
17238, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:peacock, 80, 1, 4
17239, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:peacock_caterpillar, 80, 1, 4
17240, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:peacock_chrysalis, 80, 1, 4
17241, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:peacock_egg, 80, 1, 4
17242, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:rainbow, 50, 1, 3
17243, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:rainbow_caterpillar, 50, 1, 3
17244, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:rainbow_chrysalis, 50, 1, 3
17245, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:rainbow_egg, 50, 1, 3
17246, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:bluemoonmale, 80, 1, 4
17247, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:atlas, 20, 1, 2
17248, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:atlas_caterpillar, 20, 1, 2
17249, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:atlas_chrysalis, 20, 1, 2
17250, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:atlas_egg, 20, 1, 2
17251, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:codling, 80, 1, 4
17252, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:codling_caterpillar, 80, 1, 4
17253, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:codling_chrysalis, 80, 1, 4
17254, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:codling_egg, 80, 1, 4
17255, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:luna, 50, 1, 3
17256, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:luna_caterpillar, 50, 1, 3
17257, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:luna_chrysalis, 50, 1, 3
17258, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:luna_egg, 50, 1, 3
17259, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:oak-silk, 80, 1, 4
17260, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:oak-silk_caterpillar, 80, 1, 4
17261, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:oak-silk_chrysalis, 80, 1, 4
17262, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:oak-silk_egg, 80, 1, 4
17263, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:peppered, 80, 1, 4
17264, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:peppered_caterpillar, 80, 1, 4
17265, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:peppered_chrysalis, 80, 1, 4
17266, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:peppered_egg, 80, 1, 4
17267, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:spongy, 80, 1, 4
17268, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:spongy_caterpillar, 80, 1, 4
17269, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:spongy_chrysalis, 80, 1, 4
17270, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:spongy_egg, 80, 1, 4
17271, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:spongymale, 80, 1, 4
17272, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:buckeye, 80, 1, 4
17273, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:buckeye_caterpillar, 80, 1, 4
17274, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:buckeye_chrysalis, 80, 1, 4
17275, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:buckeye_egg, 80, 1, 4
17276, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:cabbage, 80, 1, 4
17277, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:cabbage_caterpillar, 80, 1, 4
17278, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:cabbage_chrysalis, 80, 1, 4
17279, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:cabbage_egg, 80, 1, 4
17280, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:common-crow, 80, 1, 4
17281, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:common-crow_caterpillar, 80, 1, 4
17282, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:common-crow_chrysalis, 80, 1, 4
17283, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:common-crow_egg, 80, 1, 4
17284, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:common, 80, 1, 4
17285, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:common_caterpillar, 80, 1, 4
17286, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:common_chrysalis, 80, 1, 4
17287, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:common_egg, 80, 1, 4
17288, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:commongrassyellow, 80, 1, 4
17289, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:commongrassyellow_caterpillar, 80, 1, 4
17290, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:commongrassyellow_chrysalis, 80, 1, 4
17291, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:commongrassyellow_egg, 80, 1, 4
17292, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:forester, 20, 1, 2
17293, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:forester_caterpillar, 20, 1, 2
17294, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:forester_chrysalis, 20, 1, 2
17295, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:forester_egg, 20, 1, 2
17296, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:hairstreak, 80, 1, 4
17297, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:hairstreak_caterpillar, 80, 1, 4
17298, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:hairstreak_chrysalis, 80, 1, 4
17299, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:hairstreak_egg, 80, 1, 4
17300, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:heath, 20, 1, 2
17301, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:heath_caterpillar, 20, 1, 2
17302, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:heath_chrysalis, 20, 1, 2
17303, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:heath_egg, 20, 1, 2
17304, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:monarch, 80, 1, 4
17305, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:monarch_caterpillar, 80, 1, 4
17306, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:monarch_chrysalis, 80, 1, 4
17307, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:monarch_egg, 80, 1, 4
17308, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:peacock-pansy-dry, 80, 1, 4
17309, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:peacock-pansy-dry_caterpillar, 80, 1, 4
17310, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:peacock-pansy-dry_chrysalis, 80, 1, 4
17311, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:peacock-pansy-dry_egg, 80, 1, 4
17312, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:peacock, 80, 1, 4
17313, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:peacock_caterpillar, 80, 1, 4
17314, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:peacock_chrysalis, 80, 1, 4
17315, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:peacock_egg, 80, 1, 4
17316, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:rainbow, 50, 1, 3
17317, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:rainbow_caterpillar, 50, 1, 3
17318, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:rainbow_chrysalis, 50, 1, 3
17319, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:rainbow_egg, 50, 1, 3
17320, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:swallowtail, 80, 1, 4
17321, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:swallowtail_caterpillar, 80, 1, 4
17322, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:swallowtail_chrysalis, 80, 1, 4
17323, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:swallowtail_egg, 80, 1, 4
17324, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:peacock-pansy-wet, 80, 1, 4
17325, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:carpet, 80, 1, 4
17326, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:carpet_caterpillar, 80, 1, 4
17327, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:carpet_chrysalis, 80, 1, 4
17328, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:carpet_egg, 80, 1, 4
17329, none, biomesoplenty:overgrown_greens, BUTTERFLY_SPAWNS, butterflies:clearwing-hummingbird, 50, 1, 3
